;Unnamed: 0;frequenc;isced11;sex;age;geo;TIME_PERIOD;OBS_VALUE;OBS_FLAG;frequenc_simplified
94843;94843;Every week;Tertiary education (levels 5-8);Total;From 45 to 54 years;Portugal;2014;30.8;;Frequent drinkers
94844;94844;Every week;Tertiary education (levels 5-8);Total;From 45 to 54 years;Portugal;2019;41.0;;Frequent drinkers
94845;94845;Every week;Tertiary education (levels 5-8);Total;From 45 to 54 years;Romania;2014;16.9;;Frequent drinkers
94846;94846;Every week;Tertiary education (levels 5-8);Total;From 45 to 54 years;Romania;2019;20.7;;Frequent drinkers
94847;94847;Every week;Tertiary education (levels 5-8);Total;From 45 to 54 years;Serbia;2019;16.4;u;Frequent drinkers
94848;94848;Every week;Tertiary education (levels 5-8);Total;From 45 to 54 years;Sweden;2014;47.1;;Frequent drinkers
94849;94849;Every week;Tertiary education (levels 5-8);Total;From 45 to 54 years;Sweden;2019;50.5;;Frequent drinkers
94850;94850;Every week;Tertiary education (levels 5-8);Total;From 45 to 54 years;Slovenia;2014;31.4;;Frequent drinkers
94851;94851;Every week;Tertiary education (levels 5-8);Total;From 45 to 54 years;Slovenia;2019;29.2;;Frequent drinkers
94852;94852;Every week;Tertiary education (levels 5-8);Total;From 45 to 54 years;Slovakia;2014;13.5;;Frequent drinkers
94853;94853;Every week;Tertiary education (levels 5-8);Total;From 45 to 54 years;Slovakia;2019;23.5;;Frequent drinkers
94854;94854;Every week;Tertiary education (levels 5-8);Total;From 45 to 54 years;Türkiye;2014;7.9;;Frequent drinkers
94855;94855;Every week;Tertiary education (levels 5-8);Total;From 45 to 54 years;Türkiye;2019;7.4;;Frequent drinkers
94856;94856;Every week;Tertiary education (levels 5-8);Total;From 45 to 54 years;United Kingdom;2014;58.1;;Frequent drinkers
94919;94919;Every week;Tertiary education (levels 5-8);Total;From 55 to 64 years;Austria;2014;46.1;;Frequent drinkers
94920;94920;Every week;Tertiary education (levels 5-8);Total;From 55 to 64 years;Austria;2019;44.6;;Frequent drinkers
94921;94921;Every week;Tertiary education (levels 5-8);Total;From 55 to 64 years;Belgium;2014;38.9;;Frequent drinkers
94922;94922;Every week;Tertiary education (levels 5-8);Total;From 55 to 64 years;Belgium;2019;50.4;;Frequent drinkers
94923;94923;Every week;Tertiary education (levels 5-8);Total;From 55 to 64 years;Bulgaria;2014;21.5;;Frequent drinkers
94924;94924;Every week;Tertiary education (levels 5-8);Total;From 55 to 64 years;Bulgaria;2019;25.0;;Frequent drinkers
94925;94925;Every week;Tertiary education (levels 5-8);Total;From 55 to 64 years;Cyprus;2014;23.0;;Frequent drinkers
94926;94926;Every week;Tertiary education (levels 5-8);Total;From 55 to 64 years;Cyprus;2019;21.4;;Frequent drinkers
94927;94927;Every week;Tertiary education (levels 5-8);Total;From 55 to 64 years;Czechia;2014;38.7;;Frequent drinkers
94928;94928;Every week;Tertiary education (levels 5-8);Total;From 55 to 64 years;Czechia;2019;41.5;;Frequent drinkers
94929;94929;Every week;Tertiary education (levels 5-8);Total;From 55 to 64 years;Germany;2014;49.1;;Frequent drinkers
94930;94930;Every week;Tertiary education (levels 5-8);Total;From 55 to 64 years;Germany;2019;48.3;;Frequent drinkers
94931;94931;Every week;Tertiary education (levels 5-8);Total;From 55 to 64 years;Denmark;2014;52.7;;Frequent drinkers
94932;94932;Every week;Tertiary education (levels 5-8);Total;From 55 to 64 years;Denmark;2019;56.7;;Frequent drinkers
94933;94933;Every week;Tertiary education (levels 5-8);Total;From 55 to 64 years;Estonia;2014;15.8;;Frequent drinkers
94934;94934;Every week;Tertiary education (levels 5-8);Total;From 55 to 64 years;Estonia;2019;21.7;;Frequent drinkers
94935;94935;Every week;Tertiary education (levels 5-8);Total;From 55 to 64 years;Greece;2014;33.2;;Frequent drinkers
94936;94936;Every week;Tertiary education (levels 5-8);Total;From 55 to 64 years;Greece;2019;28.0;;Frequent drinkers
94937;94937;Every week;Tertiary education (levels 5-8);Total;From 55 to 64 years;Spain;2014;28.3;;Frequent drinkers
94938;94938;Every week;Tertiary education (levels 5-8);Total;From 55 to 64 years;Spain;2019;30.8;;Frequent drinkers
94942;94942;Every week;Tertiary education (levels 5-8);Total;From 55 to 64 years;Finland;2014;48.9;;Frequent drinkers
94943;94943;Every week;Tertiary education (levels 5-8);Total;From 55 to 64 years;France;2019;45.2;;Frequent drinkers
94944;94944;Every week;Tertiary education (levels 5-8);Total;From 55 to 64 years;Croatia;2014;25.6;;Frequent drinkers
94945;94945;Every week;Tertiary education (levels 5-8);Total;From 55 to 64 years;Croatia;2019;27.5;;Frequent drinkers
94946;94946;Every week;Tertiary education (levels 5-8);Total;From 55 to 64 years;Hungary;2014;25.4;;Frequent drinkers
94947;94947;Every week;Tertiary education (levels 5-8);Total;From 55 to 64 years;Hungary;2019;27.1;;Frequent drinkers
94948;94948;Every week;Tertiary education (levels 5-8);Total;From 55 to 64 years;Ireland;2014;58.2;;Frequent drinkers
94949;94949;Every week;Tertiary education (levels 5-8);Total;From 55 to 64 years;Ireland;2019;54.3;;Frequent drinkers
94950;94950;Every week;Tertiary education (levels 5-8);Total;From 55 to 64 years;Iceland;2014;41.7;;Frequent drinkers
94951;94951;Every week;Tertiary education (levels 5-8);Total;From 55 to 64 years;Iceland;2019;41.1;;Frequent drinkers
94954;94954;Every week;Tertiary education (levels 5-8);Total;From 55 to 64 years;Lithuania;2014;12.1;;Frequent drinkers
94955;94955;Every week;Tertiary education (levels 5-8);Total;From 55 to 64 years;Lithuania;2019;13.1;;Frequent drinkers
94956;94956;Every week;Tertiary education (levels 5-8);Total;From 55 to 64 years;Luxembourg;2014;53.2;;Frequent drinkers
94957;94957;Every week;Tertiary education (levels 5-8);Total;From 55 to 64 years;Luxembourg;2019;57.7;;Frequent drinkers
94958;94958;Every week;Tertiary education (levels 5-8);Total;From 55 to 64 years;Latvia;2014;15.9;;Frequent drinkers
94959;94959;Every week;Tertiary education (levels 5-8);Total;From 55 to 64 years;Latvia;2019;12.3;;Frequent drinkers
94960;94960;Every week;Tertiary education (levels 5-8);Total;From 55 to 64 years;Malta;2014;25.1;;Frequent drinkers
94961;94961;Every week;Tertiary education (levels 5-8);Total;From 55 to 64 years;Malta;2019;43.8;;Frequent drinkers
94962;94962;Every week;Tertiary education (levels 5-8);Total;From 55 to 64 years;Netherlands;2019;60.9;;Frequent drinkers
94963;94963;Every week;Tertiary education (levels 5-8);Total;From 55 to 64 years;Norway;2014;51.8;;Frequent drinkers
94964;94964;Every week;Tertiary education (levels 5-8);Total;From 55 to 64 years;Norway;2019;56.3;;Frequent drinkers
94965;94965;Every week;Tertiary education (levels 5-8);Total;From 55 to 64 years;Poland;2014;18.9;;Frequent drinkers
94966;94966;Every week;Tertiary education (levels 5-8);Total;From 55 to 64 years;Poland;2019;18.3;;Frequent drinkers
94967;94967;Every week;Tertiary education (levels 5-8);Total;From 55 to 64 years;Portugal;2014;28.1;;Frequent drinkers
94968;94968;Every week;Tertiary education (levels 5-8);Total;From 55 to 64 years;Portugal;2019;33.9;;Frequent drinkers
94969;94969;Every week;Tertiary education (levels 5-8);Total;From 55 to 64 years;Romania;2014;12.9;;Frequent drinkers
94970;94970;Every week;Tertiary education (levels 5-8);Total;From 55 to 64 years;Romania;2019;21.7;;Frequent drinkers
94971;94971;Every week;Tertiary education (levels 5-8);Total;From 55 to 64 years;Serbia;2019;19.3;u;Frequent drinkers
94972;94972;Every week;Tertiary education (levels 5-8);Total;From 55 to 64 years;Sweden;2014;60.4;;Frequent drinkers
94973;94973;Every week;Tertiary education (levels 5-8);Total;From 55 to 64 years;Sweden;2019;54.0;;Frequent drinkers
94974;94974;Every week;Tertiary education (levels 5-8);Total;From 55 to 64 years;Slovenia;2014;34.1;;Frequent drinkers
94975;94975;Every week;Tertiary education (levels 5-8);Total;From 55 to 64 years;Slovenia;2019;29.3;;Frequent drinkers
94976;94976;Every week;Tertiary education (levels 5-8);Total;From 55 to 64 years;Slovakia;2014;23.6;;Frequent drinkers
94977;94977;Every week;Tertiary education (levels 5-8);Total;From 55 to 64 years;Slovakia;2019;21.7;;Frequent drinkers
94978;94978;Every week;Tertiary education (levels 5-8);Total;From 55 to 64 years;Türkiye;2014;9.2;;Frequent drinkers
94979;94979;Every week;Tertiary education (levels 5-8);Total;From 55 to 64 years;Türkiye;2019;7.7;;Frequent drinkers
94980;94980;Every week;Tertiary education (levels 5-8);Total;From 55 to 64 years;United Kingdom;2014;58.9;;Frequent drinkers
95105;95105;Every week;Tertiary education (levels 5-8);Total;65 years or over;Austria;2014;31.8;;Frequent drinkers
95106;95106;Every week;Tertiary education (levels 5-8);Total;65 years or over;Austria;2019;39.0;;Frequent drinkers
95107;95107;Every week;Tertiary education (levels 5-8);Total;65 years or over;Belgium;2014;36.7;;Frequent drinkers
95108;95108;Every week;Tertiary education (levels 5-8);Total;65 years or over;Belgium;2019;49.7;;Frequent drinkers
95109;95109;Every week;Tertiary education (levels 5-8);Total;65 years or over;Bulgaria;2014;10.4;;Frequent drinkers
95110;95110;Every week;Tertiary education (levels 5-8);Total;65 years or over;Bulgaria;2019;16.7;;Frequent drinkers
95111;95111;Every week;Tertiary education (levels 5-8);Total;65 years or over;Cyprus;2014;18.9;;Frequent drinkers
95112;95112;Every week;Tertiary education (levels 5-8);Total;65 years or over;Cyprus;2019;21.9;;Frequent drinkers
95113;95113;Every week;Tertiary education (levels 5-8);Total;65 years or over;Czechia;2014;33.4;;Frequent drinkers
95114;95114;Every week;Tertiary education (levels 5-8);Total;65 years or over;Czechia;2019;30.0;;Frequent drinkers
95115;95115;Every week;Tertiary education (levels 5-8);Total;65 years or over;Germany;2014;42.5;;Frequent drinkers
95116;95116;Every week;Tertiary education (levels 5-8);Total;65 years or over;Germany;2019;40.3;;Frequent drinkers
95117;95117;Every week;Tertiary education (levels 5-8);Total;65 years or over;Denmark;2014;40.6;;Frequent drinkers
95118;95118;Every week;Tertiary education (levels 5-8);Total;65 years or over;Denmark;2019;47.2;;Frequent drinkers
95119;95119;Every week;Tertiary education (levels 5-8);Total;65 years or over;Estonia;2014;7.6;;Frequent drinkers
95120;95120;Every week;Tertiary education (levels 5-8);Total;65 years or over;Estonia;2019;10.9;;Frequent drinkers
95121;95121;Every week;Tertiary education (levels 5-8);Total;65 years or over;Greece;2014;24.9;;Frequent drinkers
95122;95122;Every week;Tertiary education (levels 5-8);Total;65 years or over;Greece;2019;26.3;;Frequent drinkers
95123;95123;Every week;Tertiary education (levels 5-8);Total;65 years or over;Spain;2014;18.9;;Frequent drinkers
95124;95124;Every week;Tertiary education (levels 5-8);Total;65 years or over;Spain;2019;21.3;;Frequent drinkers
95128;95128;Every week;Tertiary education (levels 5-8);Total;65 years or over;Finland;2014;39.3;;Frequent drinkers
95129;95129;Every week;Tertiary education (levels 5-8);Total;65 years or over;France;2019;31.4;;Frequent drinkers
95130;95130;Every week;Tertiary education (levels 5-8);Total;65 years or over;Croatia;2014;15.1;;Frequent drinkers
95131;95131;Every week;Tertiary education (levels 5-8);Total;65 years or over;Croatia;2019;18.1;;Frequent drinkers
95132;95132;Every week;Tertiary education (levels 5-8);Total;65 years or over;Hungary;2014;21.0;;Frequent drinkers
95133;95133;Every week;Tertiary education (levels 5-8);Total;65 years or over;Hungary;2019;23.5;;Frequent drinkers
95134;95134;Every week;Tertiary education (levels 5-8);Total;65 years or over;Ireland;2014;47.8;;Frequent drinkers
95135;95135;Every week;Tertiary education (levels 5-8);Total;65 years or over;Ireland;2019;38.1;;Frequent drinkers
95136;95136;Every week;Tertiary education (levels 5-8);Total;65 years or over;Iceland;2014;26.9;;Frequent drinkers
95137;95137;Every week;Tertiary education (levels 5-8);Total;65 years or over;Iceland;2019;27.9;;Frequent drinkers
95140;95140;Every week;Tertiary education (levels 5-8);Total;65 years or over;Lithuania;2014;6.6;;Frequent drinkers
95141;95141;Every week;Tertiary education (levels 5-8);Total;65 years or over;Lithuania;2019;8.3;;Frequent drinkers
95142;95142;Every week;Tertiary education (levels 5-8);Total;65 years or over;Luxembourg;2014;44.8;;Frequent drinkers
95143;95143;Every week;Tertiary education (levels 5-8);Total;65 years or over;Luxembourg;2019;43.3;;Frequent drinkers
95144;95144;Every week;Tertiary education (levels 5-8);Total;65 years or over;Latvia;2014;9.0;;Frequent drinkers
95145;95145;Every week;Tertiary education (levels 5-8);Total;65 years or over;Latvia;2019;8.0;;Frequent drinkers
95146;95146;Every week;Tertiary education (levels 5-8);Total;65 years or over;Malta;2014;27.1;;Frequent drinkers
95147;95147;Every week;Tertiary education (levels 5-8);Total;65 years or over;Malta;2019;16.6;;Frequent drinkers
95148;95148;Every week;Tertiary education (levels 5-8);Total;65 years or over;Netherlands;2019;42.8;;Frequent drinkers
95149;95149;Every week;Tertiary education (levels 5-8);Total;65 years or over;Norway;2014;43.9;;Frequent drinkers
95150;95150;Every week;Tertiary education (levels 5-8);Total;65 years or over;Norway;2019;57.4;;Frequent drinkers
95151;95151;Every week;Tertiary education (levels 5-8);Total;65 years or over;Poland;2014;14.1;;Frequent drinkers
95152;95152;Every week;Tertiary education (levels 5-8);Total;65 years or over;Poland;2019;13.0;;Frequent drinkers
95153;95153;Every week;Tertiary education (levels 5-8);Total;65 years or over;Portugal;2014;21.8;;Frequent drinkers
95154;95154;Every week;Tertiary education (levels 5-8);Total;65 years or over;Portugal;2019;25.6;;Frequent drinkers
95155;95155;Every week;Tertiary education (levels 5-8);Total;65 years or over;Romania;2014;9.2;;Frequent drinkers
95156;95156;Every week;Tertiary education (levels 5-8);Total;65 years or over;Romania;2019;13.2;;Frequent drinkers
95157;95157;Every week;Tertiary education (levels 5-8);Total;65 years or over;Serbia;2019;15.4;u;Frequent drinkers
95158;95158;Every week;Tertiary education (levels 5-8);Total;65 years or over;Sweden;2014;49.7;;Frequent drinkers
95159;95159;Every week;Tertiary education (levels 5-8);Total;65 years or over;Sweden;2019;51.4;;Frequent drinkers
95160;95160;Every week;Tertiary education (levels 5-8);Total;65 years or over;Slovenia;2014;27.9;;Frequent drinkers
95161;95161;Every week;Tertiary education (levels 5-8);Total;65 years or over;Slovenia;2019;21.7;;Frequent drinkers
95162;95162;Every week;Tertiary education (levels 5-8);Total;65 years or over;Slovakia;2014;14.8;;Frequent drinkers
95163;95163;Every week;Tertiary education (levels 5-8);Total;65 years or over;Slovakia;2019;23.2;;Frequent drinkers
95164;95164;Every week;Tertiary education (levels 5-8);Total;65 years or over;Türkiye;2014;2.5;;Frequent drinkers
95165;95165;Every week;Tertiary education (levels 5-8);Total;65 years or over;Türkiye;2019;6.3;;Frequent drinkers
95166;95166;Every week;Tertiary education (levels 5-8);Total;65 years or over;United Kingdom;2014;46.9;;Frequent drinkers
95353;95353;Every week;All ISCED 2011 levels;Females;From 15 to 24 years;Austria;2014;21.1;;Frequent drinkers
95354;95354;Every week;All ISCED 2011 levels;Females;From 15 to 24 years;Austria;2019;23.8;;Frequent drinkers
95355;95355;Every week;All ISCED 2011 levels;Females;From 15 to 24 years;Belgium;2014;33.1;u;Frequent drinkers
95356;95356;Every week;All ISCED 2011 levels;Females;From 15 to 24 years;Belgium;2019;26.0;;Frequent drinkers
95357;95357;Every week;All ISCED 2011 levels;Females;From 15 to 24 years;Bulgaria;2014;6.2;;Frequent drinkers
95358;95358;Every week;All ISCED 2011 levels;Females;From 15 to 24 years;Bulgaria;2019;11.3;;Frequent drinkers
95359;95359;Every week;All ISCED 2011 levels;Females;From 15 to 24 years;Cyprus;2014;8.5;;Frequent drinkers
95360;95360;Every week;All ISCED 2011 levels;Females;From 15 to 24 years;Cyprus;2019;5.8;;Frequent drinkers
95361;95361;Every week;All ISCED 2011 levels;Females;From 15 to 24 years;Czechia;2014;21.5;;Frequent drinkers
95362;95362;Every week;All ISCED 2011 levels;Females;From 15 to 24 years;Czechia;2019;15.3;;Frequent drinkers
95363;95363;Every week;All ISCED 2011 levels;Females;From 15 to 24 years;Germany;2014;26.3;;Frequent drinkers
95364;95364;Every week;All ISCED 2011 levels;Females;From 15 to 24 years;Germany;2019;23.1;;Frequent drinkers
95365;95365;Every week;All ISCED 2011 levels;Females;From 15 to 24 years;Denmark;2014;22.6;;Frequent drinkers
95366;95366;Every week;All ISCED 2011 levels;Females;From 15 to 24 years;Denmark;2019;24.7;;Frequent drinkers
95367;95367;Every week;All ISCED 2011 levels;Females;From 15 to 24 years;Estonia;2014;10.7;;Frequent drinkers
95368;95368;Every week;All ISCED 2011 levels;Females;From 15 to 24 years;Estonia;2019;13.2;;Frequent drinkers
95369;95369;Every week;All ISCED 2011 levels;Females;From 15 to 24 years;Greece;2014;24.6;;Frequent drinkers
95370;95370;Every week;All ISCED 2011 levels;Females;From 15 to 24 years;Greece;2019;22.9;;Frequent drinkers
95371;95371;Every week;All ISCED 2011 levels;Females;From 15 to 24 years;Spain;2014;15.5;;Frequent drinkers
95372;95372;Every week;All ISCED 2011 levels;Females;From 15 to 24 years;Spain;2019;18.8;;Frequent drinkers
